"e","a","q","i"
0.1931,2.275,1.836,2.61
0.0460,2.48,2.366,2.21
0.2109,2.581,2.037,12.08
0.2421,2.582,1.957,11.14
0.0935,3.147,2.853,15.86
0.1385,2.44,2.102,1.61
0.1418,2.425,2.081,4.62
0.0393,2.361,2.269,1.75
0.0499,2.583,2.454,4.95
0.0344,2.482,2.397,6.97
0.0709,2.602,2.418,9.69
0.1451,2.426,2.074,5.49
0.0759,2.413,2.230,5.21
0.1522,2.647,2.244,13.00
0.1703,2.653,2.201,15.53
0.1204,2.62,2.305,12.79
0.1716,2.551,2.113,10.46
0.0503,2.611,2.480,15.36
0.2000,2.646,2.117,15.68
0.2416,2.293,1.739,23.23
0.0588,2.693,2.535,22.49
0.1258,2.562,2.240,14.05
0.0833,2.902,2.660,2.43
0.2236,2.678,2.079,1.00
0.0806,2.629,2.417,9.64
0.2184,3.119,2.438,10.64
0.1763,3.217,2.650,17.03
0.0753,2.577,2.383,15.69
0.0511,3.01,2.857,12.17
0.1217,2.652,2.329,14.39
0.0774,2.699,2.490,13.96
0.2026,2.592,2.067,9.89
0.1273,2.615,2.282,15.79
0.0522,2.59,2.455,25.66
0.0397,2.581,2.478,16.16
0.1367,2.551,2.202,14.22
0.1219,2.771,2.433,2.81
0.0811,2.584,2.375,14.88
0.2196,2.693,2.102,4.80
0.1455,2.777,2.373,8.89
0.1871,2.377,1.932,9.11
0.0377,2.393,2.303,6.93
0.1197,2.414,2.125,3.45
0.1239,2.304,2.019,5.94
0.1874,2.312,1.879,5.06
0.1259,2.603,2.276,13.57
0.1226,2.314,2.030,6.40
0.1796,2.566,2.105,1.95
0.1754,2.329,1.920,5.42
0.0523,2.355,2.232,4.72
0.0038,2.619,2.609,14.36
0.0394,2.777,2.668,4.87
0.1063,3.213,2.872,5.96
0.1462,2.436,2.080,4.46
0.0904,3.145,2.860,4.15
0.0563,2.386,2.251,7.50
0.1934,2.687,2.168,11.98
0.2020,3.071,2.451,6.74
0.1150,3.129,2.769,6.52
0.1697,2.595,2.155,12.79
0.1411,3.153,2.708,0.41
0.0816,2.433,2.234,5.99
0.1236,2.451,2.148,6.49
0.0898,2.338,2.128,8.20
0.1127,2.793,2.478,4.63
0.1295,2.593,2.258,14.75
0.1388,3.105,2.674,0.39
0.1438,2.613,2.238,7.42
0.0695,2.368,2.204,5.95
0.1145,2.689,2.381,7.05
0.0485,2.683,2.553,3.27
0.0469,2.974,2.834,8.83
0.1233,3.199,2.805,0.50
0.0808,2.54,2.334,15.93
0.1151,2.434,2.154,6.51
0.0847,2.793,2.557,9.17
0.0287,2.536,2.463,3.84
0.1467,3.232,2.758,1.81
0.0864,3.162,2.889,2.97
0.0410,3.076,2.950,10.72
0.1313,2.296,1.995,9.28
0.0933,2.34,2.122,12.89
0.1987,3.048,2.443,11.44
0.0438,2.359,2.256,6.36
0.1187,2.654,2.339,4.69
0.1273,2.597,2.266,12.70
0.1016,2.56,2.300,10.82
0.0720,3.088,2.866,11.69
0.0462,2.389,2.279,7.39
0.1594,2.481,2.085,6.71
0.0303,2.711,2.629,3.77
0.1389,3.164,2.724,1.68
0.0683,3.009,2.804,1.79
0.0125,2.906,2.870,3.66
0.1482,2.968,2.528,5.10
0.2107,2.663,2.102,16.66
0.1142,2.26,2.002,7.17
0.1852,2.745,2.236,8.99
0.0786,2.997,2.762,11.97
0.1086,2.555,2.278,13.05
0.0245,2.926,2.854,1.17
0.1849,2.743,2.236,14.00
0.0861,2.346,2.144,8.51
0.1481,2.439,2.078,2.22
0.1450,3.137,2.682,1.04
0.0915,2.36,2.144,5.83
0.0443,2.559,2.446,7.51
0.0359,3.067,2.957,9.44
0.0837,2.322,2.128,6.89
0.0940,2.967,2.688,9.42
0.1134,3.202,2.839,5.97
0.1075,2.426,2.165,4.74
0.0545,2.585,2.445,13.65
0.0957,3.049,2.757,2.33
0.1568,2.607,2.198,14.33
0.2271,2.319,1.792,22.85
0.1254,3.011,2.634,11.15
0.0139,3.032,2.990,10.67
0.1983,2.997,2.402,2.06
0.1457,2.328,1.989,22.97
0.1709,2.399,1.989,9.66
0.0697,2.847,2.649,14.31
0.0153,2.877,2.833,13.15
0.0889,2.797,2.549,3.28
0.0705,2.317,2.153,5.96
0.0823,2.545,2.335,5.13
0.1070,2.585,2.309,8.40
0.1236,2.755,2.415,10.63
0.0600,2.422,2.276,4.98
0.0409,2.679,2.569,4.84
0.0784,2.757,2.541,3.86
0.1567,2.655,2.239,13.48
0.1106,2.754,2.450,3.84
0.0200,2.941,2.882,2.36
0.0427,2.74,2.623,2.12
0.1315,3.116,2.707,2.07
0.1361,3.201,2.765,0.13
0.0590,2.974,2.799,9.23
0.0351,2.422,2.337,6.62
0.1249,2.692,2.355,14.24
0.0765,3.249,3.001,10.72
0.1499,2.716,2.309,14.38
0.0636,2.735,2.561,3.07
0.0655,2.79,2.607,4.48
0.0379,2.939,2.828,1.07
0.0951,3.143,2.844,4.87
0.1465,3.2,2.731,2.39
0.0195,2.727,2.673,2.65
0.0223,2.575,2.517,11.32
0.1474,3.054,2.604,9.05
0.1568,3.131,2.640,16.41
0.1381,3.178,2.739,11.81
0.1090,3.174,2.828,6.14
0.2202,2.682,2.091,6.01
0.0871,2.859,2.610,11.74
0.1618,3.175,2.661,5.67
0.0837,2.793,2.559,9.28
0.0994,3.207,2.889,6.45
0.1722,3.198,2.647,2.17
0.0891,2.548,2.321,8.37
0.0639,3.188,2.984,11.90
0.1595,3.03,2.546,3.46
0.0352,3.066,2.958,10.59
0.1322,2.63,2.282,12.72
0.1450,2.675,2.288,2.45
0.1477,3.083,2.628,10.52
0.2223,2.852,2.218,14.35
0.0786,3.207,2.955,9.87
0.2895,2.676,1.901,16.04
0.1564,3.059,2.581,8.35
0.0570,2.678,2.526,3.30
0.1181,3.168,2.794,6.32
0.1082,2.8,2.497,8.40
0.0882,2.989,2.726,12.64
0.0835,2.561,2.347,7.26
0.1429,2.57,2.203,15.70
0.1262,3.183,2.781,8.04
0.0681,3.064,2.855,9.51
0.0142,3,2.958,13.22
0.1127,2.997,2.659,10.25
0.0781,2.377,2.191,6.00
0.1060,3.147,2.814,16.59
0.0889,2.989,2.723,10.44
0.0589,3.08,2.898,10.36
0.2026,2.583,2.060,14.51
0.1499,2.644,2.247,14.94
0.0894,3.158,2.876,10.43
0.0905,2.755,2.505,8.61
0.0615,3.08,2.891,10.63
0.0960,2.989,2.702,12.09
0.1652,3.103,2.590,9.13
0.1179,3.179,2.804,12.38
0.1848,3.158,2.574,15.38
0.2621,2.687,1.983,15.68
0.1701,3.162,2.624,17.51
0.1072,2.571,2.296,14.04
0.0575,3.183,3.000,17.38
0.0631,3.025,2.834,10.23
0.0703,2.939,2.732,12.95
0.2209,3.146,2.451,19.69
0.0543,3.029,2.865,15.98
0.2103,2.646,2.090,14.09
0.0930,2.665,2.417,15.64
0.1377,2.557,2.204,13.51
0.2369,2.8,2.137,8.54
0.0839,3.096,2.837,18.34
0.1007,2.918,2.624,2.19
0.1248,3.14,2.748,6.09
0.1692,2.678,2.225,11.05
0.0816,3.046,2.797,10.45
0.2180,2.579,2.017,3.70
0.1244,2.98,2.609,11.65
0.0417,2.853,2.734,3.20
0.0719,3.176,2.948,9.34
0.0777,2.843,2.622,8.71
0.1006,3.056,2.749,9.99
0.1293,3.038,2.645,2.60
0.1726,2.328,1.926,7.63
0.1057,2.549,2.280,16.54
0.0539,2.902,2.745,3.12
0.0895,2.362,2.151,7.39
0.1760,2.595,2.138,11.89
0.0411,2.976,2.853,10.56
0.0206,2.791,2.733,3.01
0.2794,2.793,2.013,16.77
0.0853,3.081,2.818,8.59
0.1367,2.41,2.080,3.50
0.0675,2.758,2.572,4.11
0.0751,2.663,2.463,10.88
0.1159,2.771,2.450,7.07
0.0980,3.175,2.863,17.77
0.1540,3.151,2.666,9.45
0.1001,2.596,2.336,13.91
0.0350,3.152,3.041,27.62
0.1363,3.121,2.696,17.49
0.0607,1.863,1.750,23.48
0.1765,2.765,2.277,8.96
0.0970,2.44,2.204,6.87
0.0739,3.212,2.974,22.49
0.1018,2.762,2.481,9.10
0.0178,2.792,2.743,4.97
0.1197,2.575,2.267,11.93
0.1980,3.131,2.511,14.02
0.0980,3.234,2.917,24.85
0.0514,2.761,2.619,3.68
0.1977,2.682,2.152,14.76
0.1157,2.688,2.377,14.10
0.0288,3.184,3.092,20.47
0.0969,5.197,4.694,34.09
0.1523,2.601,2.204,7.83
0.1242,2.742,2.402,9.19
0.1014,3.175,2.853,15.67
0.1081,2.872,2.562,8.11
0.0395,3.117,2.994,9.56
0.1127,2.781,2.468,8.76
0.0711,5.325,4.947,4.44
0.1287,2.636,2.297,12.54
0.0736,2.988,2.768,9.80
0.1468,3.975,3.392,6.27
0.0570,3.227,3.043,22.63
0.0105,5.258,5.203,14.33
0.0807,5.306,4.878,2.37
0.0618,5.238,4.914,10.76
0.0449,3.415,3.262,6.38
0.3581,2.744,1.762,24.23
0.3856,11.75,7.222,5.25
0.0893,2.579,2.348,23.72
0.2417,3.082,2.337,15.52
0.0287,2.992,2.906,10.53
0.0840,3.05,2.793,11.60
0.2640,2.184,1.607,6.58
0.1372,2.546,2.197,13.45
0.1551,2.569,2.171,8.70
0.0531,5.134,4.861,15.12
0.1812,2.608,2.135,14.11
0.1187,2.398,2.113,5.80
0.1392,2.306,1.985,6.40
0.2013,3.171,2.533,0.44
0.1697,2.401,1.994,13.40
0.2232,2.562,1.990,5.95
0.1778,2.674,2.199,13.16
0.2874,2.541,1.811,6.15
0.0966,3.111,2.811,15.61
0.1651,2.622,2.189,9.61
0.3061,2.555,1.773,12.89
0.2694,2.27,1.658,7.00
0.1856,2.577,2.099,9.79
0.2427,2.556,1.936,10.46
0.2575,2.579,1.915,13.72
0.1427,2.439,2.091,12.92
0.2242,2.932,2.275,14.47
0.0790,2.733,2.517,2.36
0.1470,2.676,2.283,13.11
0.2715,2.389,1.741,13.79
0.0515,2.516,2.387,7.21
0.2160,2.357,1.848,5.99
0.2020,2.447,1.953,5.09
0.0525,2.945,2.790,3.74
0.0973,2.728,2.463,4.37
0.0243,3.108,3.032,22.11
0.1958,2.312,1.859,4.24
0.1608,2.276,1.910,3.62
0.0533,2.191,2.074,5.51
0.3309,2.565,1.716,7.24
0.1287,2.269,1.977,6.88
0.1949,2.418,1.947,6.58
0.0314,2.735,2.649,2.26
0.2225,2.352,1.828,7.06
0.1972,3.05,2.449,24.08
0.1358,2.298,1.986,5.93
0.0901,2.793,2.541,1.68
0.2007,2.67,2.134,13.68
0.1700,2.546,2.113,11.70
0.1781,2.692,2.212,14.15
0.1642,2.557,2.138,13.82
0.1083,3.06,2.728,7.38
0.1928,2.192,1.770,6.31
0.1582,2.516,2.118,8.19
0.1105,3.016,2.682,11.71
0.1308,2.622,2.279,14.79
0.2467,2.358,1.776,4.10
0.1795,2.632,2.159,14.04
0.1665,2.421,2.018,7.97
0.0457,2.974,2.838,10.91
0.1316,3.063,2.659,12.05
0.2302,2.313,1.781,22.71
0.2814,2.224,1.598,6.50
0.2201,2.383,1.858,7.86
0.1973,2.523,2.025,3.52
0.2104,2.371,1.872,9.73
0.0982,2.377,2.144,6.49
0.0911,2.311,2.100,5.46
0.1984,2.857,2.291,4.31
0.1881,2.906,2.359,1.41
0.1785,2.425,1.992,10.48
0.0718,2.534,2.352,5.64
0.1766,2.35,1.935,10.03
0.1373,2.334,2.014,9.60
0.1353,2.756,2.383,13.14
0.0495,2.373,2.255,7.34
0.0754,2.603,2.407,7.35
0.1735,3.005,2.484,1.04
0.1022,3.014,2.706,9.97
0.1844,2.301,1.877,3.78
0.2537,2.538,1.894,4.73
0.1498,2.662,2.263,3.58
0.1304,3.151,2.740,4.62
0.0897,2.893,2.633,0.89
0.0574,2.746,2.588,4.64
0.1283,2.354,2.052,9.04
0.2336,3.082,2.362,0.87
0.1560,2.595,2.190,14.52
0.2016,2.535,2.024,1.21
0.2074,2.642,2.094,13.76
0.1621,2.684,2.249,5.69
0.1612,2.748,2.305,7.73
0.1069,3.019,2.696,9.35
0.1620,2.695,2.259,13.93
0.0684,2.534,2.361,15.35
0.2026,2.791,2.226,7.58
0.0600,3.051,2.868,10.45
0.1616,2.432,2.039,1.26
0.3320,2.365,1.580,14.27
0.1738,3.183,2.630,15.18
0.0481,2.629,2.503,21.49
0.0139,3.191,3.147,20.60
0.1209,2.41,2.119,14.05
0.0943,3.111,2.818,11.94
0.1194,2.293,2.019,6.45
0.1548,2.49,2.105,8.31
0.0546,2.691,2.544,13.73
0.1671,2.292,1.909,6.88
0.0856,2.591,2.369,12.53
0.1237,2.585,2.266,15.19
0.1260,3.16,2.762,23.95
0.0649,2.704,2.528,7.41
0.1985,2.776,2.225,7.77
0.1720,2.547,2.108,9.72
0.2042,2.676,2.129,11.68
0.2188,2.791,2.181,7.88
0.0655,2.692,2.516,21.30
0.1870,2.717,2.209,8.23
0.1493,2.424,2.062,15.02
0.2247,2.762,2.141,6.58
0.1754,2.415,1.991,9.02
0.1322,2.37,2.057,7.09
0.1631,2.466,2.064,10.96
0.2367,2.999,2.289,5.65
0.2269,2.982,2.305,6.60
0.1952,2.762,2.223,10.76
0.2678,2.36,1.728,20.84
0.2759,2.552,1.848,6.08
0.1477,3.116,2.655,1.83
0.1225,2.75,2.413,8.11
0.1473,2.872,2.449,12.33
0.1493,2.308,1.964,5.14
0.1933,2.562,2.067,14.09
0.1264,2.347,2.051,6.95
0.1155,2.674,2.365,10.76
0.1163,2.841,2.510,13.88
0.1691,2.393,1.988,22.94
0.1939,3.213,2.590,1.41
0.1774,2.982,2.453,14.14
0.1884,3.135,2.544,14.45
0.0862,2.313,2.114,7.66
0.1008,2.938,2.642,10.63
0.1055,2.196,1.965,5.51
0.0577,2.884,2.717,2.40
0.0092,2.687,2.662,3.40
0.1909,2.662,2.154,3.16
0.2018,2.547,2.033,12.06
0.0511,3.38,3.207,11.56
0.0518,2.583,2.449,14.15
0.1694,2.69,2.235,1.02
0.0966,3.141,2.838,23.06
0.0805,2.686,2.470,2.37
0.1415,3.048,2.617,9.06
0.0604,2.66,2.499,0.85
0.1470,2.782,2.373,8.44
0.1833,2.415,1.972,4.08
0.0464,3.008,2.868,9.85
0.1637,3.09,2.584,6.93
0.1348,3.14,2.716,4.37
0.0750,3.17,2.932,9.35
0.2143,2.782,2.186,8.66
0.2122,3.146,2.478,14.98
0.0952,2.921,2.642,2.61
0.0457,2.772,2.646,4.45
0.1887,2.693,2.185,12.00
0.0840,2.537,2.324,7.27
0.2465,3.104,2.339,18.20
0.2232,2.695,2.093,5.92
0.0558,2.698,2.547,2.12
0.0101,2.732,2.705,4.02
0.2743,2.67,1.938,12.81
0.1006,2.565,2.307,10.14
0.0705,2.564,2.383,10.71
0.1383,2.43,2.094,5.31
0.0342,2.882,2.783,1.21
0.0741,2.644,2.448,1.86
0.2086,3.113,2.463,2.67
0.1046,3.067,2.746,8.86
0.1550,2.629,2.222,1.84
0.0444,2.561,2.447,14.07
0.1584,2.649,2.230,13.66
0.1475,2.742,2.337,23.64
0.1372,2.603,2.246,16.15
0.0666,2.788,2.602,9.90
0.0893,2.302,2.096,4.99
0.1673,2.621,2.182,4.88
0.1221,3.106,2.726,2.43
0.1135,2.325,2.061,4.20
0.1133,2.51,2.226,8.08
0.1662,2.611,2.177,11.32
0.0639,2.798,2.620,8.66
0.1375,3.213,2.771,18.21
0.1208,3.15,2.769,16.37
0.1308,2.404,2.090,7.26
0.1227,3.046,2.672,8.46
0.1659,3.152,2.629,6.59
0.0991,2.96,2.667,10.05
0.0737,2.996,2.775,8.79
0.1855,3.189,2.597,12.06
0.1647,2.785,2.326,8.40
0.0104,3.247,3.214,20.29
0.0969,3.029,2.735,9.33
0.0792,3.172,2.921,15.22
0.0623,2.994,2.808,8.88
0.1386,3.079,2.652,7.00
0.1107,2.756,2.451,4.07
0.1483,2.687,2.288,12.14
0.0897,2.995,2.727,9.85
0.0969,3.082,2.784,9.33
0.1289,2.533,2.206,12.59
0.0386,2.578,2.479,13.33
0.0965,3.187,2.880,21.02
0.0727,3.205,2.972,13.31
0.2154,2.569,2.015,10.86
0.0909,2.604,2.367,14.10
0.0522,3.05,2.891,10.94
0.0888,3.041,2.771,7.69
0.1276,3.153,2.750,14.50
0.1039,2.971,2.662,9.92
0.2010,2.799,2.236,9.03
0.0136,2.991,2.950,11.01
0.0851,2.791,2.554,15.90
0.0970,3.165,2.858,10.07
0.0707,2.993,2.782,2.13
0.1023,2.794,2.508,6.44
0.1064,2.999,2.680,9.29
0.0612,2.4,2.253,5.60
0.0561,3.033,2.863,10.56
0.0668,2.996,2.796,11.69
0.1872,2.567,2.086,3.10
0.0977,2.626,2.370,1.94
0.0752,2.654,2.454,3.53
0.0167,2.873,2.825,3.10
0.1763,3.143,2.589,0.73
0.1132,2.719,2.411,13.73
0.0392,2.915,2.801,3.50
0.1305,2.56,2.226,13.92
0.2700,3.045,2.223,15.48
0.1290,2.473,2.154,10.16
0.1776,2.797,2.301,9.86
0.0151,3.08,3.033,10.07
0.1250,2.447,2.141,12.88
0.1122,2.635,2.340,13.00
0.1230,2.857,2.505,1.79
0.1125,3.062,2.718,10.48
0.1456,2.63,2.247,12.85
0.1448,2.535,2.168,8.00
0.0667,3.101,2.894,1.85
0.0986,2.93,2.641,1.18
0.1042,2.765,2.477,7.35
0.0735,3.061,2.836,3.73
0.1685,2.999,2.494,5.99
0.0451,3.249,3.103,14.96
0.1259,2.629,2.298,15.43
0.0480,3.159,3.008,9.44
0.0730,2.905,2.693,2.12
0.1815,2.884,2.361,8.67
0.1356,2.637,2.279,8.39
0.1112,2.593,2.304,15.08
0.1600,2.6,2.184,3.43
0.0926,2.965,2.691,9.98
0.1068,3.187,2.847,1.26
0.0447,2.855,2.727,1.16
0.0258,2.897,2.822,1.70
0.1108,3.078,2.737,0.87
0.0733,3.012,2.791,10.31
0.0721,2.927,2.716,1.74
0.1012,2.271,2.041,6.89
0.0886,3.099,2.824,10.81
0.1366,2.553,2.205,5.88
0.0854,2.537,2.320,4.39
0.0696,2.871,2.671,3.26
0.1100,2.973,2.646,10.83
0.0778,3.141,2.897,7.19
0.1879,2.657,2.158,14.11
0.1346,3.064,2.652,8.76
0.2309,2.617,2.012,11.36
0.1386,3.148,2.711,11.86
0.1205,3.009,2.646,9.77
0.1532,3.18,2.692,10.81
0.0482,3.423,3.258,4.33
0.1259,3.169,2.770,2.15
0.1252,3.088,2.701,1.02
0.0442,3.05,2.916,2.51
0.0848,2.737,2.505,4.70
0.0844,3.174,2.906,5.41
0.0858,3.23,2.952,22.57
0.1104,5.215,4.639,18.89
0.1154,2.698,2.386,4.15
0.1233,2.31,2.025,4.83
0.0970,2.771,2.502,8.49
0.0457,3.12,2.978,9.43
0.0452,3.468,3.312,4.94
0.0465,2.643,2.520,6.15
0.0547,2.961,2.799,11.07
0.1286,2.712,2.363,9.87
0.0637,3.084,2.887,9.24
0.1578,3.055,2.573,2.13
0.1344,2.898,2.509,3.68
0.0846,3.154,2.887,10.54
0.0640,3.154,2.952,9.47
0.1256,2.587,2.262,12.15
0.1569,5.21,4.392,12.67
0.0640,3.128,2.928,18.03
0.1296,2.58,2.245,4.32
0.2043,3.089,2.458,2.79
0.0556,3.016,2.848,14.87
0.0398,3.051,2.929,10.39
0.1774,2.542,2.091,6.61
0.1270,3.095,2.702,5.32
0.1138,3.053,2.706,5.56
0.1714,2.422,2.006,6.92
0.0877,2.889,2.636,5.05
0.1122,3.051,2.708,10.65
0.0551,3.186,3.010,13.59
0.0595,5.169,4.861,7.36
0.1278,2.766,2.412,8.53
0.1023,3.001,2.694,9.72
0.0777,3.173,2.927,8.32
0.0297,3.186,3.091,5.83
0.0195,2.967,2.909,9.08
0.0877,2.603,2.374,13.85
0.0408,3.18,3.050,5.08
0.0602,2.814,2.644,7.63
0.0641,2.974,2.784,10.42
0.0358,2.813,2.712,7.37
0.1425,3.125,2.680,11.98
0.1337,2.684,2.325,13.00
0.1407,2.779,2.388,9.28
0.2423,2.764,2.095,10.04
0.1332,3.146,2.726,16.63
0.1317,3.178,2.759,5.93
0.0939,3.043,2.757,11.40
0.1452,3.112,2.660,2.75
0.1394,2.579,2.220,9.37
0.1122,3.104,2.756,5.10
0.0560,3.037,2.867,9.89
0.0520,3.171,3.006,1.15
0.0946,3.502,3.170,10.48
0.1399,3.987,3.429,5.37
0.1299,5.217,4.540,3.93
0.0090,5.238,5.191,5.60
0.0971,3.185,2.876,5.64
0.0698,2.916,2.713,1.01
0.0661,3.087,2.883,10.77
0.0663,3.084,2.880,9.33
0.2368,2.795,2.133,8.45
0.0795,3.176,2.923,5.58
0.0966,2.66,2.403,14.05
0.0854,2.392,2.187,6.87
0.0573,2.802,2.642,0.99
0.0495,2.844,2.703,1.20
0.0624,3.052,2.861,10.19
0.1516,2.657,2.254,7.60
0.0643,3,2.807,9.30
0.0414,3.128,2.998,15.70
0.0637,2.99,2.799,9.00
0.0703,2.984,2.774,9.03
0.0697,2.981,2.773,8.72
0.0594,2.96,2.784,9.41
0.1021,3.17,2.847,9.03
0.0496,3.037,2.887,8.54
0.2188,2.767,2.162,7.71
0.1784,2.573,2.114,6.56
0.0690,5.319,4.952,13.86
0.1015,2.915,2.619,9.38
0.0637,2.973,2.783,9.04
0.1140,3.041,2.694,7.09
0.0994,2.487,2.240,5.92
0.1491,2.704,2.301,14.29
0.2498,2.566,1.925,12.34
0.1756,3.078,2.538,3.66
0.0356,3.239,3.123,8.00
0.0564,5.315,5.015,6.77
0.0896,3.14,2.859,9.43
0.0860,3.187,2.913,4.70
0.0567,3.383,3.191,4.94
0.1486,5.198,4.426,23.48
0.1259,5.214,4.557,21.75
0.0443,2.68,2.561,21.09
0.1240,5.197,4.552,23.12
0.1182,3.207,2.828,12.79
0.1116,3.03,2.692,12.89
0.0297,5.167,5.014,31.35
0.1285,2.632,2.293,26.79
0.1120,3.149,2.796,16.04
0.1371,2.581,2.227,15.32
0.0997,3.219,2.898,13.56
0.1500,2.629,2.235,10.80
0.1458,2.632,2.249,12.74
0.1843,3.197,2.608,18.62
0.1328,3.23,2.801,14.06
0.1206,2.305,2.027,8.90
0.1086,3.199,2.851,24.55
0.0995,5.213,4.694,19.71
0.2143,2.796,2.197,8.77
0.0643,3.07,2.873,10.87
0.1001,3.223,2.900,4.05
0.1646,3.962,3.310,8.95
0.1560,3.117,2.631,16.96
0.0595,3.007,2.828,11.37
0.2346,2.453,1.877,12.21
0.2424,2.622,1.986,12.46
0.3075,3.953,2.738,11.00
0.0695,5.149,4.791,30.89
0.1386,3.18,2.739,0.91
0.0827,3.195,2.931,17.10
0.0158,5.244,5.161,25.22
0.0599,2.963,2.785,9.29
0.2451,2.639,1.992,16.11
0.0267,5.237,5.097,29.68
0.1603,2.693,2.261,12.50
0.1521,2.788,2.364,8.92
0.0470,3.189,3.039,11.54
0.0527,5.33,5.049,2.67
0.0786,3.042,2.803,11.03
0.1020,2.642,2.372,9.69
0.1101,3.218,2.863,13.02
0.0962,5.208,4.707,30.69
0.0115,3.029,2.994,10.52
0.1089,3.101,2.764,15.14
0.1674,5.216,4.343,9.67
0.1918,2.573,2.080,14.21
0.0932,5.243,4.754,21.60
0.0980,3.057,2.758,10.38
0.0278,5.143,5.000,12.15
0.0813,3.066,2.817,12.82
0.1878,2.579,2.095,16.89
0.1234,3.148,2.759,14.34
0.1342,3.054,2.644,12.12
0.1239,3.021,2.647,12.21
0.0456,3.057,2.918,11.77
0.0251,3,2.925,10.16
0.0372,2.598,2.501,11.52
0.1257,2.699,2.360,14.79
0.2191,2.791,2.180,10.57
0.1330,2.669,2.314,13.49
0.0822,2.996,2.750,11.09
0.1466,2.688,2.294,13.80
0.0799,5.279,4.857,30.45
0.1771,2.676,2.202,13.07
0.0974,5.18,4.676,26.33
0.1622,5.167,4.329,16.79
0.2169,2.59,2.028,1.99
0.0691,5.219,4.858,32.11
0.0714,3.072,2.853,14.57
0.1332,2.542,2.203,15.18
0.1171,2.565,2.265,14.24
0.2117,2.79,2.199,9.35
0.3224,3.069,2.080,17.30
0.1332,2.76,2.393,12.55
0.4281,5.02,2.871,8.95
0.0627,5.183,4.859,25.39
0.2253,2.668,2.067,11.69
0.1546,2.712,2.293,13.88
0.1564,2.765,2.332,9.46
0.1540,2.753,2.329,13.17
0.1229,2.376,2.084,6.00
0.0513,3.168,3.005,10.60
0.1702,3.191,2.648,3.46
0.0707,2.999,2.787,9.72
0.0814,2.785,2.559,4.02
0.1087,3.154,2.811,12.37
0.2293,2.795,2.154,7.86
0.1514,2.687,2.280,12.24
0.1993,10.61,8.493,20.38
0.1271,2.332,2.035,7.42
0.1270,3.206,2.799,17.84
0.0394,3.111,2.989,9.02
0.2150,2.756,2.164,14.27
0.1289,3.173,2.764,17.20
0.1230,2.301,2.018,6.97
0.0730,3.959,3.670,1.19
0.1690,2.804,2.330,8.96
0.1566,3.142,2.650,0.09
0.1174,3.005,2.652,10.59
0.1466,2.474,2.111,5.61
0.0704,3.347,3.112,7.21
0.2201,2.904,2.265,7.93
0.3217,2.663,1.807,12.69
0.0893,2.343,2.134,5.70
0.0896,2.873,2.616,1.09
0.0359,3.219,3.103,22.23
0.1267,2.469,2.157,9.06
0.0950,2.705,2.448,3.92
0.0872,2.89,2.638,3.35
0.1707,2.631,2.182,11.54
0.1623,2.565,2.148,13.17
0.1054,3.063,2.740,9.89
0.1218,2.788,2.448,8.42
0.1346,2.863,2.477,15.01
0.2139,2.595,2.040,11.74
0.2374,3.147,2.400,6.73
0.0972,2.901,2.619,1.91
0.1872,3.066,2.492,15.83
0.0264,3.107,3.025,9.73
0.1276,2.543,2.218,12.44
0.1589,3.083,2.593,9.24
0.0429,2.591,2.480,22.54
0.0701,2.657,2.471,21.36
0.0844,2.249,2.059,4.87
0.1020,2.905,2.608,9.20
0.3104,3.048,2.102,8.32
0.0690,3.001,2.793,8.76
0.1367,2.71,2.340,10.78
0.0466,3.009,2.869,11.93
0.2806,3.08,2.216,3.39
0.0551,3.004,2.838,9.74
0.0794,2.958,2.723,8.59
0.2130,3.001,2.362,5.44
0.0467,2.961,2.823,1.65
0.2005,2.533,2.025,8.80
0.1936,3.023,2.438,1.53
0.0146,2.949,2.906,1.78
0.0060,2.869,2.852,3.24
0.0335,5.154,4.981,17.55
0.0247,2.7,2.634,1.56
0.1258,2.593,2.267,9.89
0.0478,2.575,2.452,16.00
0.1860,3.218,2.619,3.25
0.0350,2.764,2.667,2.87
0.0588,2.34,2.203,6.27
0.0470,3.159,3.011,4.53
0.2865,3.092,2.206,10.99
0.0770,2.299,2.122,4.26
0.1194,3.104,2.733,2.10
0.2078,2.581,2.045,0.51
0.1467,2.569,2.192,8.29
0.2224,2.555,1.987,6.79
0.0374,3.239,3.118,2.84
0.1170,2.939,2.595,11.52
0.0528,2.945,2.790,10.87
0.2461,2.256,1.701,4.19
0.1214,2.557,2.247,3.02
0.1208,2.753,2.421,12.49
0.0992,3.218,2.899,8.19
0.0955,2.99,2.705,9.09
0.0502,3.23,3.068,3.37
0.0824,2.726,2.502,1.23
0.1149,2.719,2.407,2.43
0.1327,3.195,2.771,12.48
0.0770,2.367,2.185,6.68
0.0996,3.127,2.816,22.27
0.1490,3.03,2.579,8.85
0.0784,3.078,2.837,10.71
0.0528,2.784,2.637,1.85
0.1327,2.762,2.395,8.90
0.1264,3.131,2.735,0.74
0.1006,2.534,2.280,14.77
0.0807,3.129,2.876,6.24
0.1082,3.115,2.778,3.12
0.1969,2.316,1.860,4.59
0.0119,2.747,2.714,5.04
0.1323,2.741,2.378,1.85
0.1067,2.736,2.444,4.18
0.1790,3.115,2.557,13.18
0.1152,3.108,2.750,16.55
0.0266,2.776,2.702,1.98
0.0912,3.106,2.823,2.79
